Fecha (UTC),Latitud,Longitud,Profundidad,Magnitud
2018-05-22 07:10:05,-19.43,-69.21,113,4.3
2018-05-22 04:12:45,-41.38,-73.75,50,4.1
2018-05-21 13:44:58,-30.27,-71.62,33,4.2
2018-05-19 06:43:40,-32.2,-71.38,40,4.8
2018-05-11 21:57:42,-32.79,-71.76,29,4.5
2018-05-11 20:52:35,-29.93,-71.63,40,4
2018-05-06 02:44:20,-34.29,-72.26,35,5
2018-05-04 20:25:33,-29.82,-71.38,49,5
2018-05-02 16:09:54,-33.26,-70.11,110,5.1
2018-05-02 09:15:18,-20.14,-69.17,95,4.7
2018-04-26 05:32:48,-30.62,-71.17,56,5.3
2018-04-25 14:24:56,-32.5,-71.56,67,4
2018-04-24 07:58:13,-21.78,-68.48,140,4.6
2018-04-23 06:00:35,-22.37,-68.65,107,5
2018-04-21 07:52:55,-27.25,-69.27,115,4.4
2018-04-19 16:52:18,-32.75,-71.11,58,4.1
2018-04-19 10:21:13,-20.17,-69.4,85,4.1
2018-04-17 13:46:05,-21.46,-68.81,103,5
2018-04-17 05:58:01,-34.06,-70.48,106,4.5
2018-04-16 12:31:33,-29.85,-71.7,27,4.5
2018-04-15 13:16:02,-28.98,-70.2,115,4.5
2018-04-14 05:35:28,-28.36,-70.21,96,4
2018-04-14 04:04:40,-31.77,-71.61,37,4.6
2018-04-10 10:19:33,-31.0,-71.54,74,6.2
2018-04-06 17:58:48,-34.47,-72.54,39,4
2018-04-05 16:38:04,-28.16,-70.65,68,4.3
2018-04-05 11:12:12,-20.29,-70.53,46,5.4
2018-04-05 06:32:43,-42.62,-73.93,36,5
2018-04-02 22:37:12,-31.66,-71.72,43,4.7
2018-04-02 13:36:16,-30.36,-71.38,41,4
2018-03-30 23:07:29,-20.65,-68.9,105,4.1
2018-03-30 07:23:54,-30.68,-71.69,36,4.4
2018-03-27 20:06:07,-21.52,-70.01,78,4
2018-03-26 06:01:49,-24.73,-69.49,88,4.6
2018-03-24 02:51:08,-25.69,-69.06,115,4.7
2018-03-23 12:27:11,-31.3,-71.19,67,4.2
2018-03-22 08:03:36,-21.41,-68.72,119,4.6
2018-03-19 16:36:20,-27.49,-69.92,99,4.4
2018-03-19 12:51:17,-32.39,-69.75,149,5.1
2018-03-19 09:03:59,-32.71,-71.63,32,4
2018-03-18 09:46:59,-21.56,-69.57,18,4
2018-03-18 08:06:15,-28.88,-71.29,40,4
2018-03-17 20:34:22,-18.79,-69.15,122,4.8
2018-03-17 07:30:46,-23.36,-69.19,94,4.4
2018-03-10 16:01:59,-19.96,-70.09,50,4
2018-03-10 05:00:37,-27.19,-70.23,90,4.4
2018-03-09 20:57:56,-31.84,-71.98,30,4.5
2018-03-08 16:41:58,-22.94,-69.13,109,4.8
2018-03-08 10:37:00,-33.51,-70.13,120,4.2
2018-03-07 22:33:01,-30.7,-71.36,52,4.8
2018-03-06 02:59:09,-29.02,-71.5,35,4.4
2018-03-04 16:16:32,-20.45,-68.65,126,5.1
2018-03-04 15:36:23,-30.87,-71.17,58,4.7
2018-03-04 14:06:55,-31.04,-71.36,63,4.3
2018-03-02 11:27:32,-34.38,-70.52,99,4.3
2018-02-26 23:31:45,-28.38,-67.55,139,4.9
2018-02-25 19:58:50,-37.72,-73.03,45,4.5
2018-02-25 00:21:54,-31.59,-71.46,50,4
2018-02-23 18:49:22,-34.52,-72.24,28,4.6
2018-02-23 09:32:36,-33.08,-72.09,32,4
2018-02-22 22:47:38,-20.22,-69.18,94,4
2018-02-21 01:07:10,-18.95,-69.35,107,4.9
2018-02-20 15:37:08,-25.34,-70.5,18,4.2
2018-02-20 10:51:04,-20.02,-70.51,33,4.1
2018-02-20 09:38:59,-25.34,-70.5,35,5.3
2018-02-20 02:49:09,-31.61,-71.9,31,4.4
2018-02-19 23:30:52,-30.29,-71.51,51,4.2
2018-02-19 00:21:09,-31.58,-71.87,32,4.4
2018-02-18 08:28:14,-31.44,-68.84,100,4.2
2018-02-16 11:50:33,-29.37,-69.64,123,4.9
2018-02-08 21:19:24,-37.45,-74.22,32,5.1
2018-02-06 19:47:10,-32.47,-70.31,104,4.4
2018-02-06 11:54:52,-29.39,-71.74,44,4
2018-02-06 04:13:41,-34.79,-71.7,51,4.4
2018-02-04 21:47:26,-17.29,-70.86,34,5
2018-02-02 16:51:22,-30.03,-71.66,26,4
2018-02-01 23:13:54,-31.56,-70.3,133,5.2
2018-02-01 00:12:57,-37.54,-73.96,26,5.1
2018-01-28 23:53:15,-31.27,-69.27,183,5.5
2018-01-28 10:11:29,-28.2,-69.39,127,5.1
2018-01-27 09:06:48,-29.19,-71.13,59,4.2
2018-01-26 15:26:24,-37.58,-73.93,21,4.8
2018-01-26 13:27:06,-37.49,-74.26,22,5.1
2018-01-26 12:54:38,-30.99,-71.32,55,4.1
2018-01-25 16:22:20,-18.32,-69.19,12,4.2
2018-01-25 11:53:44,-18.25,-69.12,11,5.3
2018-01-24 07:46:06,-20.31,-69.11,106,5.3
2018-01-22 08:17:54,-29.62,-71.49,49,4.3
2018-01-21 18:04:17,-35.98,-73.46,19,4.7
2018-01-21 14:42:53,-36.07,-73.29,32,4.2
2018-01-21 09:52:05,-22.54,-68.92,89,4
2018-01-21 01:06:40,-18.88,-69.61,129,6.2
2018-01-20 11:31:14,-28.98,-71.74,49,5.2
2018-01-15 04:58:40,-21.72,-68.57,112,4.5
2018-01-14 09:18:44,-15.77,-74.67,35,7
2018-01-13 14:19:04,-21.46,-68.78,116,4.6
2018-01-10 03:16:44,-18.22,-69.57,130,4.7
2018-01-04 06:01:27,-32.72,-71.66,27,4.4
2017-12-31 17:53:40,-29.27,-71.56,62,4
2017-12-31 10:21:59,-32.02,-71.56,35,4.1
2017-12-30 16:18:29,-21.23,-68.68,119,4.2
2017-12-30 12:54:34,-28.02,-71.34,45,4
2017-12-30 08:20:51,-19.28,-69.36,104,5.1
2017-12-28 03:54:52,-24.91,-70.17,53,5.5
2017-12-26 13:05:26,-32.77,-70.2,112,4.2
2017-12-26 00:05:14,-23.98,-69.35,95,4.6
2017-12-23 04:07:43,-29.86,-71.44,55,4
2017-12-20 06:08:18,-32.49,-71.71,33,4.3
2017-12-19 13:14:36,-26.05,-70.43,55,4.7
2017-12-17 01:19:27,-20.24,-69.15,100,4.5
2017-12-15 14:14:10,-18.01,-70.08,84,4.5
2017-12-14 18:10:34,-19.84,-70.24,23,4.6
2017-12-11 19:00:57,-19.66,-71.15,35,5.3
2017-12-11 00:22:01,-19.16,-70.06,42,4.4
2017-12-10 02:09:30,-36.05,-73.06,51,5
2017-12-08 09:28:45,-40.34,-72.59,81,4
2017-12-06 20:46:31,-32.28,-71.36,45,4.5
2017-12-06 18:22:26,-37.43,-74.35,22,4.3
2017-12-06 12:29:03,-32.13,-71.8,32,4.2
2017-12-06 08:30:37,-37.49,-74.62,35,4.7
2017-12-06 06:33:26,-32.01,-71.52,38,4.3
2017-12-02 09:30:23,-28.41,-70.19,112,4.2
2017-11-29 10:02:54,-33.54,-70.01,116,4.4
2017-11-27 19:19:33,-17.62,-69.46,159,5
2017-11-27 04:21:17,-22.51,-70.54,28,4.2
2017-11-26 22:15:13,-32.23,-71.03,66,5.4
2017-11-26 08:47:39,-32.65,-71.59,32,4
2017-11-25 21:18:26,-20.01,-70.8,44,4
2017-11-23 13:58:44,-21.25,-68.42,124,4.3
2017-11-22 04:00:27,-20.5,-68.92,103,4.3
2017-11-18 16:26:17,-21.97,-68.68,98,4.5
2017-11-18 10:01:28,-20.75,-69.13,108,5
2017-11-17 16:45:47,-19.79,-69.28,105,5.3
2017-11-17 02:16:51,-32.12,-71.83,35,4.3
2017-11-14 03:59:04,-20.2,-69.21,91,4.3
2017-11-09 07:36:58,-30.7,-71.36,39,5
2017-11-09 05:46:07,-28.32,-71.23,54,4.3
2017-11-08 19:34:16,-33.2,-70.45,99,4
2017-11-08 11:50:17,-24.0,-69.29,94,4.3
2017-11-07 12:17:39,-29.46,-71.29,45,4.1
2017-11-07 08:11:17,-22.14,-68.66,129,5.1
2017-11-06 07:52:19,-34.68,-70.79,99,4.4
2017-11-04 19:03:27,-20.0,-69.13,98,4.1
2017-11-02 21:24:10,-30.93,-71.26,54,4.3
2017-11-02 19:00:40,-23.16,-69.93,54,4.4
2017-11-02 12:46:23,-19.67,-69.3,100,4.1
2017-10-29 22:58:58,-31.05,-71.36,68,4.6
2017-10-27 20:38:55,-30.6,-71.65,31,4.2
2017-10-21 16:19:03,-20.76,-69.69,55,4
2017-10-19 09:14:50,-30.63,-71.25,55,4.2
2017-10-17 11:58:30,-22.63,-67.72,169,5.4
2017-10-17 10:40:41,-32.59,-71.04,80,4
2017-10-15 02:54:58,-22.76,-68.94,107,4.9
2017-10-14 23:48:38,-21.07,-68.75,116,4.2
2017-10-13 02:23:30,-20.29,-69.14,91,4
2017-10-12 17:21:09,-19.67,-69.18,99,4.3
2017-10-10 07:21:43,-18.57,-69.77,90,4.9
2017-10-10 07:04:47,-18.62,-69.78,75,4.5
2017-10-10 06:32:20,-18.49,-69.74,100,6.3
2017-10-10 01:56:24,-27.72,-70.21,75,4
2017-10-09 22:55:51,-30.01,-71.24,50,4.7
2017-10-09 06:13:32,-27.84,-70.09,98,4.1
2017-10-09 01:41:55,-21.23,-68.74,118,4.5
2017-10-08 12:36:29,-20.39,-68.89,104,4
2017-10-07 10:37:26,-32.47,-71.76,15,4
2017-10-05 08:11:37,-22.37,-68.54,115,5.8
2017-10-04 08:25:32,-30.72,-71.34,42,4.3
2017-10-03 08:27:13,-33.02,-72.0,31,4.4
2017-10-02 22:07:54,-22.21,-68.73,112,4.6
2017-10-01 10:24:36,-28.4,-70.75,72,4.3
2017-09-29 18:08:56,-29.94,-71.58,38,4.2
2017-09-27 09:01:07,-29.43,-71.27,40,4.1
2017-09-26 14:07:21,-28.38,-71.2,32,4.1
2017-09-26 12:14:48,-37.44,-74.14,32,4.7
2017-09-26 05:44:33,-21.35,-66.95,279,5.2
2017-09-25 13:55:27,-32.68,-71.99,24,4.6
2017-09-25 12:24:50,-28.37,-71.18,32,4.6
2017-09-25 07:27:11,-30.11,-71.43,38,4.7
2017-09-24 07:09:27,-35.18,-71.83,45,4.6
2017-09-24 02:30:00,-27.97,-71.17,37,4.8
2017-09-23 22:02:02,-33.78,-71.5,52,4.9
2017-09-21 07:12:41,-37.93,-73.95,43,4.7
2017-09-20 22:57:40,-19.96,-70.96,32,4.4
2017-09-20 17:51:40,-18.05,-69.93,105,4.7
2017-09-19 18:14:43,-37.22,-74.26,26,4.9
2017-09-18 13:46:57,-31.85,-72.09,33,5.7
2017-09-18 00:21:34,-19.88,-69.07,105,4.1
2017-09-17 21:21:37,-20.24,-69.25,96,4.1
2017-09-17 06:36:00,-35.72,-71.64,88,4.2
2017-09-16 17:12:10,-37.21,-74.32,27,4.8
2017-09-13 14:59:55,-28.02,-69.31,120,4
2017-09-09 12:03:42,-22.46,-66.82,278,5.3
2017-09-07 08:05:54,-20.84,-69.11,112,4
2017-09-06 05:45:35,-30.77,-71.35,44,4.2
2017-09-04 21:55:20,-19.29,-70.08,71,5.2
2017-09-04 10:10:43,-29.22,-71.32,63,4.1
2017-08-30 03:15:37,-37.47,-73.35,29,5
2017-08-24 09:13:25,-28.5,-71.2,35,4.1
2017-08-22 11:56:05,-19.97,-70.11,47,4
2017-08-21 12:02:24,-33.14,-70.34,98,4.7
2017-08-20 15:13:21,-20.31,-69.04,105,4.6
2017-08-20 06:15:47,-25.53,-70.66,51,4.2
2017-08-15 19:03:24,-30.01,-72.09,28,5.2
2017-08-15 02:04:36,-31.66,-71.39,52,4
2017-08-14 06:58:32,-31.5,-71.73,33,4.8
2017-08-12 19:37:48,-20.0,-71.06,30,4.6
2017-08-12 15:59:31,-19.99,-70.99,31,5
2017-08-12 12:54:13,-30.34,-72.15,28,5.5
2017-08-12 09:39:41,-30.38,-71.49,45,4.4
2017-08-12 01:17:39,-22.55,-68.88,91,4.7
2017-08-10 12:43:02,-20.79,-68.93,102,4
2017-08-09 01:46:37,-35.12,-71.86,48,4.8
2017-08-05 10:56:49,-39.56,-72.34,98,4.1
2017-08-02 21:30:26,-28.49,-71.22,49,4.5
2017-08-02 20:03:29,-28.48,-71.21,42,5.4
2017-08-02 07:15:13,-33.2,-70.61,99,5.5
2017-08-01 06:13:55,-28.54,-69.29,139,5.6
2017-07-28 19:53:47,-30.74,-71.77,36,4.7
2017-07-26 11:53:29,-29.54,-69.5,132,4.5
2017-07-26 10:40:21,-31.22,-71.31,59,4
2017-07-26 10:11:02,-23.99,-69.52,77,4.9
2017-07-25 03:18:36,-22.74,-69.15,91,4.4
2017-07-24 04:21:44,-21.91,-68.58,110,4.8
2017-07-22 07:44:26,-33.11,-71.79,26,4.4
2017-07-22 06:29:50,-21.18,-69.15,44,5.4
2017-07-20 07:20:47,-22.01,-70.39,45,4.1
2017-07-19 23:22:28,-23.84,-69.2,95,5.4
2017-07-18 02:05:22,-16.91,-73.59,36,5.6
2017-07-16 21:44:01,-30.27,-71.35,51,4
2017-07-16 08:19:31,-33.9,-71.28,52,4
2017-07-13 15:38:09,-21.38,-68.64,124,4.8
2017-07-13 15:26:33,-28.87,-69.44,115,4.7
2017-07-12 09:08:16,-35.3,-73.38,22,5.1
2017-07-10 08:22:42,-32.69,-71.79,36,4
2017-07-08 20:49:52,-35.2,-70.63,20,4.1
2017-07-07 03:04:49,-33.77,-72.15,30,5.1
2017-07-06 07:26:05,-34.82,-71.77,47,4.5
2017-07-04 16:05:50,-35.57,-73.94,15,5.1
2017-07-04 02:25:26,-19.4,-69.58,92,5
2017-07-02 17:32:10,-19.23,-70.17,49,4.1
2017-07-02 15:52:58,-21.89,-68.64,112,5.5
2017-07-01 17:17:12,-32.95,-72.0,28,4.5
2017-06-29 21:38:06,-37.33,-72.15,127,4.1
2017-06-29 08:16:51,-34.75,-71.77,41,4.8
2017-06-26 14:44:50,-30.66,-71.26,53,5.3
2017-06-25 14:14:06,-22.37,-68.8,101,4.6
2017-06-23 10:00:52,-39.41,-71.82,122,5
2017-06-23 00:43:40,-27.5,-70.53,57,4
2017-06-20 19:59:11,-20.66,-69.83,57,4.2
2017-06-19 14:55:51,-19.13,-69.32,111,4.5
2017-06-18 04:41:01,-32.13,-71.84,34,4.4
2017-06-17 15:36:00,-22.75,-68.85,100,4.6
2017-06-16 09:47:00,-30.95,-70.98,85,4.6
2017-06-15 23:48:09,-21.16,-68.88,111,4
2017-06-12 11:27:06,-33.08,-71.76,30,4.6
2017-06-12 02:43:27,-31.52,-71.67,27,5.8
2017-06-10 12:11:59,-20.85,-69.12,105,4
2017-06-09 04:20:18,-22.57,-68.9,126,4.2
2017-06-08 13:48:52,-22.09,-70.11,67,5
2017-06-06 17:35:10,-22.93,-68.75,98,5.5
2017-06-04 14:36:57,-19.54,-70.09,53,4.5
2017-06-04 00:07:28,-27.84,-71.07,41,4.7
2017-06-03 22:21:44,-21.87,-68.77,120,5.2
2017-05-31 17:38:51,-22.7,-68.53,127,4.9
2017-05-30 15:04:08,-30.65,-71.21,58,4.1
2017-05-29 14:57:55,-37.34,-71.8,87,5.8
2017-05-28 18:47:12,-21.14,-68.57,131,4.9
2017-05-28 12:05:47,-30.72,-71.39,45,4.6
2017-05-23 22:19:00,-30.63,-71.64,30,4.4
2017-05-22 01:10:44,-20.37,-68.97,110,4.3
2017-05-20 14:13:04,-38.98,-73.47,12,4.5
2017-05-17 00:42:20,-22.02,-70.02,51,4.3
2017-05-16 19:47:02,-31.95,-71.55,65,4
2017-05-16 13:56:33,-18.89,-70.12,31,4.2
2017-05-16 04:36:15,-32.0,-71.63,36,4.3
2017-05-14 20:12:40,-36.84,-73.85,18,4.7
2017-05-14 19:44:25,-20.84,-68.73,115,5.9
2017-05-14 11:32:55,-33.13,-71.62,29,4
2017-05-13 19:44:43,-21.76,-70.36,40,4
2017-05-13 16:54:46,-32.93,-72.04,24,5.2
2017-05-10 08:17:44,-27.41,-69.56,113,4.2
2017-05-08 00:14:46,-21.34,-68.89,115,4.4
2017-05-06 16:10:40,-20.01,-69.2,94,4.5
2017-05-05 06:50:56,-28.72,-71.55,36,4.8
2017-05-05 03:41:13,-28.71,-71.49,20,4.7
2017-05-03 07:12:22,-37.74,-73.9,15,4
2017-05-01 19:43:47,-29.31,-70.33,84,4.1
2017-04-30 09:36:03,-19.99,-70.97,36,4.8
2017-04-29 08:54:01,-33.23,-72.11,20,4.1
2017-04-29 08:30:43,-33.25,-72.05,24,4.2
2017-04-29 04:50:35,-33.24,-71.97,26,4
2017-04-29 01:46:01,-33.23,-71.98,26,4.7
2017-04-29 01:37:16,-33.23,-72.07,20,4.3
2017-04-29 01:08:35,-33.37,-71.99,24,4.4
2017-04-28 18:28:23,-33.28,-71.96,24,4.2
2017-04-28 17:57:07,-33.36,-71.94,25,4.3
2017-04-28 17:41:50,-33.3,-71.98,22,5
2017-04-28 17:21:48,-33.23,-72.06,24,4.3
2017-04-28 17:09:40,-33.25,-71.93,24,4.3
2017-04-28 16:27:27,-33.33,-71.93,28,4
2017-04-28 16:18:46,-33.24,-71.9,30,4
2017-04-28 16:05:57,-33.17,-71.66,26,5.8
2017-04-28 15:58:34,-33.26,-72.05,23,5.1
2017-04-28 15:57:01,-33.28,-71.97,28,4.3
2017-04-28 15:49:44,-33.31,-71.91,26,4.7
2017-04-28 15:44:31,-33.24,-72.02,21,4.3
2017-04-28 15:40:24,-33.26,-71.91,29,4.5
2017-04-28 15:33:30,-33.32,-71.96,24,4.7
2017-04-28 15:30:05,-33.26,-72.11,23,5.5
2017-04-27 21:17:34,-33.3,-71.73,21,4.1
2017-04-27 08:46:34,-33.1,-72.06,18,4.1
2017-04-27 08:24:41,-33.28,-71.89,27,4.7
2017-04-27 06:55:45,-33.29,-71.88,29,4.1
2017-04-27 05:09:22,-33.31,-71.9,28,4.8
2017-04-27 04:55:01,-28.64,-70.64,71,4.3
2017-04-27 01:55:06,-33.16,-71.63,23,4
2017-04-26 21:59:00,-20.95,-69.04,103,4.3
2017-04-26 18:12:32,-19.69,-69.3,107,5.3
2017-04-26 15:14:01,-33.3,-71.99,27,4.5
2017-04-26 14:45:55,-33.29,-71.85,26,4.4
2017-04-26 08:09:54,-20.44,-69.12,93,4.5
2017-04-26 00:43:01,-32.96,-71.92,28,4
2017-04-25 23:58:11,-32.95,-71.98,33,4.2
2017-04-25 16:48:36,-33.31,-72.01,18,4.2
2017-04-25 12:13:23,-33.12,-72.21,31,4.7
2017-04-25 09:33:31,-33.1,-72.0,28,4.3
2017-04-25 03:02:23,-33.16,-72.08,27,4.9
2017-04-25 02:33:05,-32.98,-71.92,29,4.1
2017-04-25 01:43:03,-33.16,-72.09,24,5.1
2017-04-25 01:33:15,-33.16,-72.04,25,4.5
2017-04-25 00:17:36,-33.17,-72.04,24,4.6
2017-04-25 00:09:28,-33.18,-71.79,29,4
2017-04-24 23:58:01,-33.31,-71.77,21,4.3
2017-04-24 23:54:45,-33.29,-71.93,28,4.8
2017-04-24 23:28:54,-33.18,-71.82,32,4.3
2017-04-24 22:50:30,-33.11,-72.03,27,4.6
2017-04-24 22:03:42,-33.06,-71.88,30,4.4
2017-04-24 21:58:33,-33.16,-71.92,29,4.5
2017-04-24 21:45:58,-32.42,-72.66,26,5.5
2017-04-24 21:38:28,-33.09,-72.09,25,6.9
2017-04-24 03:50:50,-33.09,-72.14,32,4.5
2017-04-23 19:40:10,-33.05,-72.16,17,5.4
2017-04-23 16:12:54,-32.99,-71.96,27,4.3
2017-04-23 03:02:17,-33.07,-72.02,24,4.7
2017-04-23 03:00:12,-33.06,-71.97,18,4.5
2017-04-23 02:52:38,-33.05,-72.0,25,4.7
2017-04-23 02:42:17,-33.09,-71.89,26,4.7
2017-04-23 02:36:06,-33.02,-72.12,24,6
2017-04-23 01:49:12,-33.03,-72.06,22,4.6
2017-04-22 22:46:44,-33.04,-71.96,28,4.5
2017-04-19 03:39:54,-22.33,-68.82,117,4.2
2017-04-18 12:33:53,-31.86,-71.22,55,4.4
2017-04-18 07:11:56,-19.19,-69.98,63,4.5
2017-04-18 01:48:43,-21.82,-68.41,124,4.8
2017-04-17 21:14:29,-22.38,-69.79,62,4.8
2017-04-17 13:29:35,-19.18,-70.12,58,4.4
2017-04-15 21:26:39,-28.43,-71.31,44,4.3
2017-04-15 08:19:43,-23.24,-68.05,156,6.2
2017-04-15 08:13:37,-19.41,-70.37,70,4.2
2017-04-15 01:50:23,-32.04,-70.99,96,4.2
2017-04-14 18:03:24,-22.49,-68.82,122,5.2
2017-04-14 09:55:55,-19.8,-69.21,99,4.4
2017-04-14 01:36:22,-31.77,-71.62,34,4.2
2017-04-13 03:42:51,-30.97,-71.42,48,5.3
2017-04-11 13:39:43,-27.64,-70.05,82,5.3
2017-04-09 03:05:29,-25.78,-69.56,109,5.2
2017-04-08 15:39:09,-25.85,-70.94,38,4.5
2017-04-04 13:01:50,-20.31,-70.2,40,4.1
2017-04-03 06:56:58,-30.64,-70.98,81,4.4
2017-03-31 19:10:14,-30.77,-71.4,47,4.2
2017-03-31 18:44:39,-30.74,-71.35,40,5
2017-03-30 19:35:45,-20.41,-69.13,109,4.4
2017-03-30 09:06:20,-37.07,-74.21,19,4.7
2017-03-30 07:10:28,-19.17,-69.96,70,4.1
2017-03-27 03:03:32,-36.16,-72.05,71,5.1
2017-03-25 06:59:23,-19.85,-69.0,109,5
2017-03-23 08:33:03,-20.83,-69.02,105,4
2017-03-21 15:01:59,-21.62,-68.48,127,5.1
2017-03-21 05:56:55,-31.12,-71.26,58,4
2017-03-20 00:39:23,-28.8,-70.88,74,4.4
2017-03-18 22:26:47,-20.29,-68.72,117,4.6
2017-03-17 08:02:57,-32.46,-71.67,34,5
2017-03-17 06:10:57,-22.32,-67.76,175,5.1
2017-03-16 04:12:06,-21.52,-68.39,123,4.5
2017-03-14 15:11:17,-33.58,-71.32,52,4.1
2017-03-13 15:05:55,-30.44,-71.33,51,5.3
2017-03-11 07:00:32,-29.2,-69.5,130,4.7
2017-03-10 06:22:21,-30.61,-72.02,24,4.5
2017-03-09 17:34:01,-31.8,-71.54,43,4.1
2017-03-08 14:42:24,-38.16,-73.7,37,4.4
2017-03-06 02:56:22,-40.38,-71.95,149,4.2
2017-03-06 00:26:37,-18.18,-69.87,96,4.3
2017-02-26 08:59:16,-28.95,-71.3,38,4.8
2017-02-25 02:31:25,-19.46,-69.15,114,5.4
2017-02-21 13:01:12,-30.83,-71.61,37,4.4
2017-02-20 13:29:55,-37.55,-73.74,44,4.2
2017-02-20 06:17:35,-37.59,-73.63,43,4
2017-02-19 22:10:21,-37.59,-73.73,32,4
2017-02-19 21:06:15,-37.44,-74.18,24,4.5
2017-02-19 19:07:28,-37.59,-73.66,31,4.8
2017-02-19 15:49:20,-37.47,-74.05,38,4.3
2017-02-19 09:37:24,-37.55,-73.95,40,4.8
2017-02-19 07:10:41,-37.53,-74.05,35,4.4
2017-02-19 07:06:55,-37.52,-74.01,39,4.7
2017-02-19 04:03:32,-37.52,-74.08,36,4.8
2017-02-18 18:58:21,-22.11,-68.74,97,4.3
2017-02-18 12:10:16,-23.91,-67.26,266,6.5
2017-02-17 09:17:54,-23.32,-70.4,54,4.4
2017-02-16 00:19:20,-30.05,-71.3,54,4.6
2017-02-12 16:21:12,-27.95,-71.24,34,5.1
2017-02-06 08:03:09,-20.94,-69.01,95,4.7
2017-02-05 18:58:35,-21.2,-68.72,124,4.6
2017-02-03 00:52:27,-33.15,-69.81,8,5
2017-02-01 11:54:32,-37.34,-73.66,45,4.4
2017-02-01 11:23:26,-37.31,-73.44,60,4.9
2017-02-01 08:49:03,-20.43,-69.14,96,4
2017-02-01 03:07:49,-30.11,-71.27,86,4
2017-01-31 06:20:27,-25.22,-70.36,56,4
2017-01-31 05:50:40,-30.48,-71.55,62,4.2
2017-01-28 13:39:04,-26.66,-70.96,55,4.7
2017-01-28 01:27:29,-19.95,-70.01,54,5
2017-01-27 13:23:31,-22.48,-68.67,110,4.9
2017-01-27 07:26:40,-30.96,-71.4,55,4.8
2017-01-26 23:53:43,-20.32,-68.99,107,4.3
2017-01-26 01:41:26,-25.73,-69.45,87,4.4
2017-01-25 09:11:07,-21.23,-68.66,121,4
2017-01-25 06:47:02,-32,-71.66,36,4.1
2017-01-23 11:21:56,-30.65,-71.26,44,4.2
2017-01-21 17:03:55,-30.64,-71.3,52,4.5
2017-01-19 12:01:50,-30.85,-71.37,47,5
2017-01-15 08:48:26,-22.5,-68.75,115,4.9
2017-01-14 06:59:13,-37.56,-73.61,37,4.3
2017-01-13 13:43:03,-30.71,-71.39,48,4
2017-01-12 19:23:57,-30.4,-71.49,24,4.7
2017-01-12 12:57:06,-33.68,-70.53,97,4.1
2017-01-12 09:00:06,-18.08,-69.23,142,4.9
2017-01-11 22:13:56,-22.8,-69.78,69,4.3
2017-01-11 21:58:18,-22.79,-69.83,73,5.8
2017-01-10 14:59:49,-31.34,-70.94,93,4.9
2017-01-09 00:40:35,-29.69,-71.18,45,4.1
2017-01-07 17:33:04,-19.52,-70.11,32,4
2017-01-06 06:30:33,-22.31,-67.92,177,6.1
2017-01-05 16:24:43,-22.06,-70.28,35,4.1
2017-01-04 13:24:04,-30.3,-71.53,49,5.1
2017-01-03 21:19:08,-43.41,-74.56,38,5.7
2017-01-03 13:41:53,-19.91,-70.45,56,5.1
2017-01-02 10:56:08,-21.24,-70.22,66,4.4
2017-01-01 18:02:53,-32.12,-71.17,88,4.2
2017-01-01 10:20:12,-30.05,-71.68,36,4.3
2017-01-01 07:50:22,-30.02,-71.53,44,4.4
2017-01-01 03:25:38,-29.7,-71.19,47,4.4
2016-12-29 08:50:21,-33.69,-71.52,50,4.2
2016-12-27 14:07:23,-43.5,-74.3,23,4.9
2016-12-27 11:22:19,-20.48,-68.83,111,4.2
2016-12-26 01:03:33,-28.41,-71.35,40,4.2
2016-12-25 14:22:23,-43.52,-74.39,30,7.6
2016-12-25 14:01:34,-19.97,-68.87,116,5.3
2016-12-24 07:40:04,-33.92,-70.62,89,4.1
2016-12-19 15:36:46,-30.8,-71.44,47,4.9
2016-12-18 16:25:11,-31.74,-71.25,54,4.1
2016-12-16 23:11:42,-30.4,-71.65,24,5.2
2016-12-12 06:58:18,-29.76,-71.31,51,4.3
2016-12-12 01:40:25,-30.94,-71.34,52,5.3
2016-12-09 15:09:52,-31.37,-71.43,43,4.1
2016-12-08 20:42:36,-31.55,-71.8,41,5.5
2016-12-03 04:30:58,-32.16,-71.88,47,4.8
2016-12-02 03:49:57,-30.92,-71.38,57,4.5
2016-12-01 05:04:13,-34.12,-71.3,56,4
2016-12-01 00:21:41,-28.74,-70.22,105,4
2016-11-30 17:51:28,-28.74,-70.5,89,4.1
2016-11-30 13:14:11,-21.07,-68.7,112,4.9
2016-11-29 04:34:29,-31.97,-70.94,87,4.5
2016-11-23 17:36:16,-22.15,-68.68,113,4.6
2016-11-23 16:56:24,-22.54,-68.72,115,4.3
2016-11-23 16:43:33,-29.95,-71.38,47,4.5
2016-11-22 17:53:43,-22.19,-68.73,102,4
2016-11-21 12:51:49,-38.16,-74.02,30,4.9
2016-11-21 00:09:49,-37.43,-73.9,42,4.9
2016-11-20 20:57:42,-31.65,-68.66,90,6.6
2016-11-17 19:39:20,-26.32,-70.69,34,4.1
2016-11-17 18:30:43,-28.39,-70.47,82,4.3
2016-11-16 18:33:20,-20.78,-69.17,109,4.2
2016-11-14 22:00:31,-21.15,-69.97,49,4.4
2016-11-14 10:11:30,-30.04,-71.58,44,4.5
2016-11-13 17:43:28,-31.71,-71.35,46,4.1
2016-11-13 14:50:38,-28.88,-71.38,31,4.6
2016-11-13 14:01:04,-29.26,-67.9,140,5.7
